pipname,tile,tile_type,tile_x,tile_y,src_wire,dst_wire,net,base_reg,avg_delay_ps,max_delay_ps
DSP_L_X34Y115/DSP_1_B12->SITEWIRE/DSP48_X1Y47/B12,DSP_L_X34Y115,DSP_L,34,115,DSP_L_X34Y115/DSP_1_B12,SITEWIRE/DSP48_X1Y47/B12,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[29],rs2_reg,0,0
INT_L_X34Y118/IMUX_L41->DSP_L_X34Y115/DSP_1_B12,INT_L_X34Y118,INT_L,34,118,INT_L_X34Y118/IMUX_L41,DSP_L_X34Y115/DSP_1_B12,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[29],rs2_reg,132.42498665242925,301
INT_R_X33Y118/NE2A1->INT_L_X34Y118/IMUX_L41,INT_R_X33Y118,INT_R,33,118,INT_R_X33Y118/NE2A1,INT_L_X34Y118/IMUX_L41,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[29],rs2_reg,132.42498665242925,301
INT_L_X32Y117/NE2A1->INT_R_X33Y118/NE2A1,INT_L_X32Y117,INT_L,32,117,INT_L_X32Y117/NE2A1,INT_R_X33Y118/NE2A1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[29],rs2_reg,132.42498665242925,301
INT_L_X18Y116/EE4BEG1->INT_L_X22Y116/EE4BEG1,INT_L_X18Y116,INT_L,18,116,INT_L_X18Y116/EE4BEG1,INT_L_X22Y116/EE4BEG1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[29],rs2_reg,132.42498665242925,301
INT_L_X4Y149/SS6END2->INT_L_X4Y149/SL1END1,INT_L_X4Y149,INT_L,4,149,INT_L_X4Y149/SS6END2,INT_L_X4Y149/SL1END1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[29],rs2_reg,132.42498665242925,301
INT_L_X34Y109/SS6A1->INT_L_X34Y103/SS6A1,INT_L_X34Y109,INT_L,34,109,INT_L_X34Y109/SS6A1,INT_L_X34Y103/SS6A1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[29],rs2_reg,132.42498665242925,301
INT_L_X26Y116/EE4BEG1->INT_L_X32Y117/NE2A1,INT_L_X26Y116,INT_L,26,116,INT_L_X26Y116/EE4BEG1,INT_L_X32Y117/NE2A1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[29],rs2_reg,132.42498665242925,301
CLBLL_R_X17Y141/CLBLL_LL_BX->SITEWIRE/SLICE_X26Y141/BX,CLBLL_R_X17Y141,CLBLL_R,17,141,CLBLL_R_X17Y141/CLBLL_LL_BX,SITEWIRE/SLICE_X26Y141/BX,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[29],rs2_reg,0,0
INT_L_X16Y120/SE6BEG1->INT_L_X18Y116/EE4BEG1,INT_L_X16Y120,INT_L,16,120,INT_L_X16Y120/SE6BEG1,INT_L_X18Y116/EE4BEG1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[29],rs2_reg,132.42498665242925,301
INT_L_X4Y133/NN6A1->INT_L_X4Y139/NN6A1,INT_L_X4Y133,INT_L,4,133,INT_L_X4Y133/NN6A1,INT_L_X4Y139/NN6A1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[29],rs2_reg,132.42498665242925,301
INT_L_X12Y120/EE4BEG1->INT_L_X16Y120/SE6BEG1,INT_L_X12Y120,INT_L,12,120,INT_L_X12Y120/EE4BEG1,INT_L_X16Y120/SE6BEG1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[29],rs2_reg,132.42498665242925,301
INT_L_X34Y91/SS6A1->INT_L_X34Y86/SE6BEG1,INT_L_X34Y91,INT_L,34,91,INT_L_X34Y91/SS6A1,INT_L_X34Y86/SE6BEG1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[29],rs2_reg,132.42498665242925,301
INT_L_X34Y83/IMUX_L41->DSP_L_X34Y80/DSP_1_B12,INT_L_X34Y83,INT_L,34,83,INT_L_X34Y83/IMUX_L41,DSP_L_X34Y80/DSP_1_B12,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[29],rs2_reg,132.42498665242925,301
INT_L_X6Y120/EE2BEG1->INT_L_X8Y120/SL1BEG1,INT_L_X6Y120,INT_L,6,120,INT_L_X6Y120/EE2BEG1,INT_L_X8Y120/SL1BEG1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[29],rs2_reg,132.42498665242925,301
INT_L_X8Y120/SL1BEG1->INT_L_X8Y118/SE2A1,INT_L_X8Y120,INT_L,8,120,INT_L_X8Y120/SL1BEG1,INT_L_X8Y118/SE2A1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[29],rs2_reg,132.42498665242925,301
INT_L_X22Y116/EE4BEG1->INT_L_X26Y116/EE4BEG1,INT_L_X22Y116,INT_L,22,116,INT_L_X22Y116/EE4BEG1,INT_L_X26Y116/EE4BEG1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[29],rs2_reg,132.42498665242925,301
INT_L_X34Y86/SE6BEG1->INT_L_X36Y82/WL1BEG0,INT_L_X34Y86,INT_L,34,86,INT_L_X34Y86/SE6BEG1,INT_L_X36Y82/WL1BEG0,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[29],rs2_reg,132.42498665242925,301
INT_R_X9Y108/SS6A1->INT_R_X9Y102/SS6A1,INT_R_X9Y108,INT_R,9,108,INT_R_X9Y108/SS6A1,INT_R_X9Y102/SS6A1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[29],rs2_reg,132.42498665242925,301
INT_L_X34Y83/NW2END1->INT_L_X34Y83/IMUX_L41,INT_L_X34Y83,INT_L,34,83,INT_L_X34Y83/NW2END1,INT_L_X34Y83/IMUX_L41,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[29],rs2_reg,132.42498665242925,301
INT_L_X36Y82/WL1BEG0->INT_L_X34Y83/NW2END1,INT_L_X36Y82,INT_L,36,82,INT_L_X36Y82/WL1BEG0,INT_L_X34Y83/NW2END1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[29],rs2_reg,132.42498665242925,301
INT_R_X9Y98/IMUX3->DSP_R_X9Y95/DSP_0_B13,INT_R_X9Y98,INT_R,9,98,INT_R_X9Y98/IMUX3,DSP_R_X9Y95/DSP_0_B13,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[29],rs2_reg,132.42498665242925,301
INT_L_X34Y97/SS6A1->INT_L_X34Y91/SS6A1,INT_L_X34Y97,INT_L,34,97,INT_L_X34Y97/SS6A1,INT_L_X34Y91/SS6A1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[29],rs2_reg,132.42498665242925,301
INT_L_X32Y116/SE6BEG1->INT_L_X34Y111/SS2A1,INT_L_X32Y116,INT_L,32,116,INT_L_X32Y116/SE6BEG1,INT_L_X34Y111/SS2A1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[29],rs2_reg,132.42498665242925,301
INT_L_X12Y120/EE4BEG1->INT_L_X16Y121/NN6A1,INT_L_X12Y120,INT_L,12,120,INT_L_X12Y120/EE4BEG1,INT_L_X16Y121/NN6A1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[29],rs2_reg,132.42498665242925,301
INT_L_X26Y116/EE4BEG1->INT_L_X32Y116/SE6BEG1,INT_L_X26Y116,INT_L,26,116,INT_L_X26Y116/EE4BEG1,INT_L_X32Y116/SE6BEG1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[29],rs2_reg,132.42498665242925,301
INT_L_X4Y130/NW6BEG1->INT_L_X2Y135/NN2A1,INT_L_X4Y130,INT_L,4,130,INT_L_X4Y130/NW6BEG1,INT_L_X2Y135/NN2A1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[29],rs2_reg,132.42498665242925,301
INT_L_X4Y124/SE6BEG1->INT_L_X6Y120/EE2BEG1,INT_L_X4Y124,INT_L,4,124,INT_L_X4Y124/SE6BEG1,INT_L_X6Y120/EE2BEG1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[29],rs2_reg,132.42498665242925,301
CLBLL_L_X4Y149/CLBLL_LL_B2->SITEWIRE/SLICE_X4Y149/B1,CLBLL_L_X4Y149,CLBLL_L,4,149,CLBLL_L_X4Y149/CLBLL_LL_B2,SITEWIRE/SLICE_X4Y149/B1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[29],rs2_reg,0,0
INT_L_X4Y149/IMUX_L18->CLBLL_L_X4Y149/CLBLL_LL_B2,INT_L_X4Y149,INT_L,4,149,INT_L_X4Y149/IMUX_L18,CLBLL_L_X4Y149/CLBLL_LL_B2,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[29],rs2_reg,132.42498665242925,301
INT_L_X4Y149/SL1END1->INT_L_X4Y149/IMUX_L18,INT_L_X4Y149,INT_L,4,149,INT_L_X4Y149/SL1END1,INT_L_X4Y149/IMUX_L18,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[29],rs2_reg,132.42498665242925,301
INT_L_X4Y132/LVB_L10->INT_L_X4Y135/NN6A2,INT_L_X4Y132,INT_L,4,132,INT_L_X4Y132/LVB_L10,INT_L_X4Y135/NN6A2,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
CLBLL_L_X4Y141/CLBLL_L_A5->SITEWIRE/SLICE_X5Y141/A4,CLBLL_L_X4Y141,CLBLL_L,4,141,CLBLL_L_X4Y141/CLBLL_L_A5,SITEWIRE/SLICE_X5Y141/A4,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,0,0
INT_L_X4Y132/LVB_L10->INT_L_X4Y134/NW6BEG2,INT_L_X4Y132,INT_L,4,132,INT_L_X4Y132/LVB_L10,INT_L_X4Y134/NW6BEG2,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_L_X2Y138/NL1BEG1->INT_L_X2Y139/NL1BEG0,INT_L_X2Y138,INT_L,2,138,INT_L_X2Y138/NL1BEG1,INT_L_X2Y139/NL1BEG0,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_L_X2Y141/NN2A0->INT_L_X2Y141/IMUX_L31,INT_L_X2Y141,INT_L,2,141,INT_L_X2Y141/NN2A0,INT_L_X2Y141/IMUX_L31,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_L_X2Y141/IMUX_L31->CLBLL_L_X2Y141/CLBLL_LL_C5,INT_L_X2Y141,INT_L,2,141,INT_L_X2Y141/IMUX_L31,CLBLL_L_X2Y141/CLBLL_LL_C5,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_L_X6Y117/NW6A2->INT_L_X4Y122/NW2END2,INT_L_X6Y117,INT_L,6,117,INT_L_X6Y117/NW6A2,INT_L_X4Y122/NW2END2,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_L_X4Y122/NW2END2->INT_L_X4Y132/LVB_L10,INT_L_X4Y122,INT_L,4,122,INT_L_X4Y122/NW2END2,INT_L_X4Y132/LVB_L10,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_L_X4Y132/LVB_L10->INT_L_X4Y144/LVB_L10,INT_L_X4Y132,INT_L,4,132,INT_L_X4Y132/LVB_L10,INT_L_X4Y144/LVB_L10,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_L_X4Y144/LVB_L10->INT_R_X5Y149/SE6E1,INT_L_X4Y144,INT_L,4,144,INT_L_X4Y144/LVB_L10,INT_R_X5Y149/SE6E1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_L_X4Y149/WR1END2->INT_L_X4Y149/IMUX_L44,INT_L_X4Y149,INT_L,4,149,INT_L_X4Y149/WR1END2,INT_L_X4Y149/IMUX_L44,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_L_X34Y84/IMUX_L2->DSP_L_X34Y80/DSP_1_B17,INT_L_X34Y84,INT_L,34,84,INT_L_X34Y84/IMUX_L2,DSP_L_X34Y80/DSP_1_B17,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_L_X34Y83/FAN_BOUNCE7->INT_L_X34Y83/IMUX_L0,INT_L_X34Y83,INT_L,34,83,INT_L_X34Y83/FAN_BOUNCE7,INT_L_X34Y83/IMUX_L0,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_L_X22Y85/SE6BEG2->INT_L_X24Y81/EE4BEG2,INT_L_X22Y85,INT_L,22,85,INT_L_X22Y85/SE6BEG2,INT_L_X24Y81/EE4BEG2,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_L_X24Y81/EE4BEG2->INT_L_X28Y81/EE4BEG2,INT_L_X24Y81,INT_L,24,81,INT_L_X24Y81/EE4BEG2,INT_L_X28Y81/EE4BEG2,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_L_X34Y82/NL1BEG2->INT_L_X34Y83/FAN_ALT7,INT_L_X34Y82,INT_L,34,82,INT_L_X34Y82/NL1BEG2,INT_L_X34Y83/FAN_ALT7,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_L_X8Y113/NW6A2->INT_L_X6Y117/NW6A2,INT_L_X8Y113,INT_L,8,113,INT_L_X8Y113/NW6A2,INT_L_X6Y117/NW6A2,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_L_X34Y83/FAN_ALT7->INT_L_X34Y83/FAN_BOUNCE7,INT_L_X34Y83,INT_L,34,83,INT_L_X34Y83/FAN_ALT7,INT_L_X34Y83/FAN_BOUNCE7,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_L_X34Y83/FAN_BOUNCE7->INT_L_X34Y83/IMUX_L40,INT_L_X34Y83,INT_L,34,83,INT_L_X34Y83/FAN_BOUNCE7,INT_L_X34Y83/IMUX_L40,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
DSP_L_X34Y80/DSP_1_B14->SITEWIRE/DSP48_X1Y33/B14,DSP_L_X34Y80,DSP_L,34,80,DSP_L_X34Y80/DSP_1_B14,SITEWIRE/DSP48_X1Y33/B14,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,0,0
INT_L_X34Y118/NL1BEG1->INT_L_X34Y119/IMUX_L2,INT_L_X34Y118,INT_L,34,118,INT_L_X34Y118/NL1BEG1,INT_L_X34Y119/IMUX_L2,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_L_X34Y119/IMUX_L2->DSP_L_X34Y115/DSP_1_B17,INT_L_X34Y119,INT_L,34,119,INT_L_X34Y119/IMUX_L2,DSP_L_X34Y115/DSP_1_B17,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_R_X27Y117/EE4BEG2->INT_R_X33Y118/NE2A2,INT_R_X27Y117,INT_R,27,117,INT_R_X27Y117/EE4BEG2,INT_R_X33Y118/NE2A2,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_L_X34Y118/NL1BEG1->INT_L_X34Y119/IMUX_L42,INT_L_X34Y118,INT_L,34,118,INT_L_X34Y118/NL1BEG1,INT_L_X34Y119/IMUX_L42,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
DSP_L_X34Y115/DSP_1_B16->SITEWIRE/DSP48_X1Y47/B16,DSP_L_X34Y115,DSP_L,34,115,DSP_L_X34Y115/DSP_1_B16,SITEWIRE/DSP48_X1Y47/B16,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,0,0
INT_L_X34Y118/FAN_BOUNCE2->INT_L_X34Y118/IMUX_L0,INT_L_X34Y118,INT_L,34,118,INT_L_X34Y118/FAN_BOUNCE2,INT_L_X34Y118/IMUX_L0,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_L_X20Y89/LOGIC_OUTS_L6->INT_L_X20Y89/SE6BEG2,INT_L_X20Y89,INT_L,20,89,INT_L_X20Y89/LOGIC_OUTS_L6,INT_L_X20Y89/SE6BEG2,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
DSP_L_X34Y115/DSP_1_B15->SITEWIRE/DSP48_X1Y47/B15,DSP_L_X34Y115,DSP_L,34,115,DSP_L_X34Y115/DSP_1_B15,SITEWIRE/DSP48_X1Y47/B15,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,0,0
INT_L_X16Y117/EE4A2->INT_R_X19Y117/EE4BEG2,INT_L_X16Y117,INT_L,16,117,INT_L_X16Y117/EE4A2,INT_R_X19Y117/EE4BEG2,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_L_X32Y81/ER1BEG3->INT_R_X33Y82/NE2A3,INT_L_X32Y81,INT_L,32,81,INT_L_X32Y81/ER1BEG3,INT_R_X33Y82/NE2A3,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
DSP_R_X9Y95/DSP_0_B16->SITEWIRE/DSP48_X0Y38/B16,DSP_R_X9Y95,DSP_R,9,95,DSP_R_X9Y95/DSP_0_B16,SITEWIRE/DSP48_X0Y38/B16,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,0,0
INT_R_X9Y100/LVB11->INT_L_X8Y101/SW6A2,INT_R_X9Y100,INT_R,9,100,INT_R_X9Y100/LVB11,INT_L_X8Y101/SW6A2,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_L_X34Y118/IMUX_L0->DSP_L_X34Y115/DSP_1_B15,INT_L_X34Y118,INT_L,34,118,INT_L_X34Y118/IMUX_L0,DSP_L_X34Y115/DSP_1_B15,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_R_X9Y99/IMUX3->DSP_R_X9Y95/DSP_0_B17,INT_R_X9Y99,INT_R,9,99,INT_R_X9Y99/IMUX3,DSP_R_X9Y95/DSP_0_B17,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
DSP_L_X34Y115/DSP_1_B17->SITEWIRE/DSP48_X1Y47/B17,DSP_L_X34Y115,DSP_L,34,115,DSP_L_X34Y115/DSP_1_B17,SITEWIRE/DSP48_X1Y47/B17,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,0,0
INT_L_X18Y105/EL1BEG1->INT_R_X19Y105/NR1BEG1,INT_L_X18Y105,INT_L,18,105,INT_L_X18Y105/EL1BEG1,INT_R_X19Y105/NR1BEG1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_L_X34Y118/FAN_ALT2->INT_L_X34Y118/FAN_BOUNCE2,INT_L_X34Y118,INT_L,34,118,INT_L_X34Y118/FAN_ALT2,INT_L_X34Y118/FAN_BOUNCE2,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_R_X9Y99/IMUX43->DSP_R_X9Y95/DSP_0_B16,INT_R_X9Y99,INT_R,9,99,INT_R_X9Y99/IMUX43,DSP_R_X9Y95/DSP_0_B16,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_R_X5Y149/SE6E1->INT_R_X5Y149/WL1END0,INT_R_X5Y149,INT_R,5,149,INT_R_X5Y149/SE6E1,INT_R_X5Y149/WL1END0,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_R_X19Y105/NR1BEG1->INT_R_X19Y106/BYP_ALT4,INT_R_X19Y105,INT_R,19,105,INT_R_X19Y105/NR1BEG1,INT_R_X19Y106/BYP_ALT4,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_L_X8Y118/NE2END2->INT_L_X8Y118/EL1BEG1,INT_L_X8Y118,INT_L,8,118,INT_L_X8Y118/NE2END2,INT_L_X8Y118/EL1BEG1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_L_X10Y89/WW4END2->INT_L_X10Y89/WR1BEG3,INT_L_X10Y89,INT_L,10,89,INT_L_X10Y89/WW4END2,INT_L_X10Y89/WR1BEG3,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_R_X9Y98/NL1BEG2->INT_R_X9Y99/IMUX43,INT_R_X9Y98,INT_R,9,98,INT_R_X9Y98/NL1BEG2,INT_R_X9Y99/IMUX43,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_L_X34Y84/IMUX_L42->DSP_L_X34Y80/DSP_1_B16,INT_L_X34Y84,INT_L,34,84,INT_L_X34Y84/IMUX_L42,DSP_L_X34Y80/DSP_1_B16,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_R_X9Y119/IMUX3->DSP_R_X9Y115/DSP_0_B17,INT_R_X9Y119,INT_R,9,119,INT_R_X9Y119/IMUX3,DSP_R_X9Y115/DSP_0_B17,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_L_X20Y96/NN2A2->INT_R_X19Y98/NW2END2,INT_L_X20Y96,INT_L,20,96,INT_L_X20Y96/NN2A2,INT_R_X19Y98/NW2END2,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
DSP_R_X9Y115/DSP_0_B17->SITEWIRE/DSP48_X0Y46/B17,DSP_R_X9Y115,DSP_R,9,115,DSP_R_X9Y115/DSP_0_B17,SITEWIRE/DSP48_X0Y46/B17,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,0,0
INT_L_X4Y149/IMUX_L44->CLBLL_L_X4Y149/CLBLL_LL_D4,INT_L_X4Y149,INT_L,4,149,INT_L_X4Y149/IMUX_L44,CLBLL_L_X4Y149/CLBLL_LL_D4,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_L_X34Y83/IMUX_L40->DSP_L_X34Y80/DSP_1_B14,INT_L_X34Y83,INT_L,34,83,INT_L_X34Y83/IMUX_L40,DSP_L_X34Y80/DSP_1_B14,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_L_X8Y118/NE2END2->INT_L_X8Y119/NE2A2,INT_L_X8Y118,INT_L,8,118,INT_L_X8Y118/NE2END2,INT_L_X8Y119/NE2A2,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_L_X34Y82/NL1BEG2->INT_L_X34Y83/NL1BEG1,INT_L_X34Y82,INT_L,34,82,INT_L_X34Y82/NL1BEG2,INT_L_X34Y83/NL1BEG1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_L_X8Y113/NW6A2->INT_L_X8Y118/NE2END2,INT_L_X8Y113,INT_L,8,113,INT_L_X8Y113/NW6A2,INT_L_X8Y118/NE2END2,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_L_X8Y119/NE2A2->INT_R_X9Y119/IMUX43,INT_L_X8Y119,INT_L,8,119,INT_L_X8Y119/NE2A2,INT_R_X9Y119/IMUX43,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_L_X4Y135/NN6A2->INT_L_X4Y140/NL1BEG1,INT_L_X4Y135,INT_L,4,135,INT_L_X4Y135/NN6A2,INT_L_X4Y140/NL1BEG1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_R_X5Y149/WL1END0->INT_L_X4Y149/WR1END2,INT_R_X5Y149,INT_R,5,149,INT_R_X5Y149/WL1END0,INT_L_X4Y149/WR1END2,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_R_X9Y111/LVB10->INT_L_X8Y113/NW6A2,INT_R_X9Y111,INT_R,9,111,INT_R_X9Y111/LVB10,INT_L_X8Y113/NW6A2,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
DSP_R_X9Y115/DSP_0_B15->SITEWIRE/DSP48_X0Y46/B15,DSP_R_X9Y115,DSP_R,9,115,DSP_R_X9Y115/DSP_0_B15,SITEWIRE/DSP48_X0Y46/B15,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,0,0
INT_L_X4Y140/NL1BEG1->INT_L_X4Y141/IMUX_L9,INT_L_X4Y140,INT_L,4,140,INT_L_X4Y140/NL1BEG1,INT_L_X4Y141/IMUX_L9,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
DSP_R_X9Y115/DSP_0_B16->SITEWIRE/DSP48_X0Y46/B16,DSP_R_X9Y115,DSP_R,9,115,DSP_R_X9Y115/DSP_0_B16,SITEWIRE/DSP48_X0Y46/B16,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,0,0
INT_R_X9Y118/IMUX2->DSP_R_X9Y115/DSP_0_B15,INT_R_X9Y118,INT_R,9,118,INT_R_X9Y118/IMUX2,DSP_R_X9Y115/DSP_0_B15,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_L_X34Y119/IMUX_L42->DSP_L_X34Y115/DSP_1_B16,INT_L_X34Y119,INT_L,34,119,INT_L_X34Y119/IMUX_L42,DSP_L_X34Y115/DSP_1_B16,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_L_X8Y98/ER1BEG0->INT_R_X9Y98/IMUX2,INT_L_X8Y98,INT_L,8,98,INT_L_X8Y98/ER1BEG0,INT_R_X9Y98/IMUX2,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_L_X34Y83/IMUX_L0->DSP_L_X34Y80/DSP_1_B15,INT_L_X34Y83,INT_L,34,83,INT_L_X34Y83/IMUX_L0,DSP_L_X34Y80/DSP_1_B15,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_L_X8Y118/EL1BEG1->INT_R_X9Y118/NR1BEG1,INT_L_X8Y118,INT_L,8,118,INT_L_X8Y118/EL1BEG1,INT_R_X9Y118/NR1BEG1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
CLBLM_L_X20Y89/CLBLM_M_CQ->INT_L_X20Y89/LOGIC_OUTS_L6,CLBLM_L_X20Y89,CLBLM_L,20,89,CLBLM_L_X20Y89/CLBLM_M_CQ,INT_L_X20Y89/LOGIC_OUTS_L6,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,0,0
